gene_name,annotation
KRTAP20-2,transport vesicle
KRTAP20-2,cilium
KRTAP4-3,mitochondrial matrix
KRTAP4-3,plasma membrane
KRTAP4-3,extracellular region
KRTAP4-3,trans-Golgi network membrane
KRTAP4-3,late endosome membrane
KRTAP4-3,Golgi lumen
KRTAP4-3,platelet dense tubular network membrane
KRTAP4-3,cytoplasmic vesicle membrane
KRTAP4-3,early endosome membrane
KRTAP4-3,endoplasmic reticulum lumen
KRTAP4-3,ciliary tip
KRTAP4-3,lysosomal membrane
KRTAP4-3,endosome membrane
KRTAP4-3,cytosol
KRTAP4-3,mitochondrial inner membrane
KRTAP4-3,COPII-coated ER to Golgi transport vesicle
KRTAP4-3,endoplasmic reticulum membrane
KRTAP4-3,phagophore assembly site membrane
KRTAP4-3,endoplasmic reticulum quality control compartment
KRTAP4-3,endoplasmic reticulum-Golgi intermediate compartment membrane
KRTAP4-3,peroxisomal membrane
KRTAP4-3,endocytic vesicle membrane
KRTAP4-3,ER to Golgi transport vesicle membrane
KRTAP4-3,peroxisomal matrix
KRTAP4-3,nucleoplasm
KRTAP4-3,clathrin-coated endocytic vesicle membrane
KRTAP4-3,ciliary base
KRTAP4-3,Golgi membrane
KRTAP4-3,lysosomal lumen
KRTAP4-3,clathrin-coated endocytic vesicle
KRTAP4-3,nuclear envelope
KRTAP4-3,mitochondrial outer membrane
KRTAP4-5,mitochondrial matrix
KRTAP4-5,mitochondrial inner membrane
KRTAP4-5,plasma membrane
KRTAP4-5,extracellular region
KRTAP4-5,trans-Golgi network membrane
KRTAP4-5,endoplasmic reticulum membrane
KRTAP4-5,late endosome membrane
KRTAP4-5,Golgi lumen
KRTAP4-5,phagophore assembly site membrane
KRTAP4-5,endoplasmic reticulum quality control compartment
KRTAP4-5,platelet dense tubular network membrane
KRTAP4-5,nucleoplasm
KRTAP4-5,peroxisomal matrix
KRTAP4-5,cytoplasmic vesicle membrane
KRTAP4-5,endoplasmic reticulum lumen
KRTAP4-5,early endosome membrane
KRTAP4-5,multivesicular body lumen
KRTAP4-5,clathrin-coated endocytic vesicle membrane
KRTAP4-5,lysosomal membrane
KRTAP4-5,cell junction
KRTAP4-5,double membrane vesicle viral factory outer membrane
KRTAP4-5,endosome membrane
KRTAP4-5,cytosol
KRTAP4-5,Golgi membrane
KRTAP4-5,lysosomal lumen
KRTAP4-5,clathrin-coated endocytic vesicle
KRTAP4-5,nuclear envelope
KRTAP5-11,mitochondrial matrix
KRTAP5-11,plasma membrane
KRTAP5-11,extracellular region
KRTAP5-11,Golgi lumen
KRTAP5-11,endoplasmic reticulum lumen
KRTAP5-11,secretory granule lumen
KRTAP5-11,lysosomal membrane
KRTAP5-11,endosome membrane
KRTAP5-11,ficolin-1-rich granule lumen
KRTAP5-11,cytosol
KRTAP5-11,azurophil granule lumen
KRTAP5-11,mitochondrial inner membrane
KRTAP5-11,lipid droplet
KRTAP5-11,photoreceptor disc membrane
KRTAP5-11,photoreceptor outer segment membrane
KRTAP5-11,photoreceptor inner segment membrane
KRTAP5-11,endoplasmic reticulum membrane
KRTAP5-11,peroxisomal membrane
KRTAP5-11,nucleoplasm
KRTAP5-11,external side of plasma membrane
KRTAP5-11,clathrin-coated endocytic vesicle membrane
KRTAP5-11,cell junction
KRTAP5-11,Golgi membrane
KRTAP5-11,lysosomal lumen
KRTAP5-11,nuclear envelope
KRTAP5-11,mitochondrial outer membrane
KRTAP5-5,mitochondrial matrix
KRTAP5-5,mitochondrial inner membrane
KRTAP5-5,plasma membrane
KRTAP5-5,extracellular region
KRTAP5-5,trans-Golgi network membrane
KRTAP5-5,endoplasmic reticulum membrane
KRTAP5-5,late endosome membrane
KRTAP5-5,Golgi lumen
KRTAP5-5,phagophore assembly site membrane
KRTAP5-5,endoplasmic reticulum quality control compartment
KRTAP5-5,platelet dense tubular network membrane
KRTAP5-5,nucleoplasm
KRTAP5-5,peroxisomal matrix
KRTAP5-5,cytoplasmic vesicle membrane
KRTAP5-5,endoplasmic reticulum lumen
KRTAP5-5,early endosome membrane
KRTAP5-5,multivesicular body lumen
KRTAP5-5,clathrin-coated endocytic vesicle membrane
KRTAP5-5,lysosomal membrane
KRTAP5-5,cell junction
KRTAP5-5,double membrane vesicle viral factory outer membrane
KRTAP5-5,endosome membrane
KRTAP5-5,cytosol
KRTAP5-5,Golgi membrane
KRTAP5-5,lysosomal lumen
KRTAP5-5,clathrin-coated endocytic vesicle
KRTAP5-5,nuclear envelope
KSR2,cytosol
KTN1,cytosol
KTN1,plasma membrane
KTN1,endoplasmic reticulum membrane
KTN1,endoplasmic reticulum lumen
LAMA2,extracellular region
LAMA3,extracellular region
LAMA4,extracellular region
LAMB1,extracellular region
LAMB1,endoplasmic reticulum lumen
LAMC1,extracellular region
LAMC1,endoplasmic reticulum lumen
LARP1,cytosol
LARP1,double membrane vesicle viral factory outer membrane
LATS1,nucleoplasm
LATS1,cytosol
LATS2,cytosol
LBP,plasma membrane
LBP,extracellular region
LBP,nucleoplasm
LCE1D,cytosol
LCE4A,cytosol
LCK,cytosol
LCK,plasma membrane
LCK,extracellular region
LCP1,nucleoplasm
LCP1,cell junction
LDB1,nucleoplasm
LDB1,endoplasmic reticulum membrane
LDHAL6A,cytosol
LEF1,cytosol
LEF1,plasma membrane
LEF1,Golgi membrane
LEF1,nucleoplasm
LEMD2,cytosol
LEMD2,chromosome
LEMD2,nuclear envelope
LEMD2,nucleoplasm
LEMD3,plasma membrane
LEMD3,chromosome
LEMD3,endoplasmic reticulum membrane
LEMD3,endosome membrane
LEMD3,cytosol
LEMD3,nuclear envelope
LEMD3,nucleoplasm
LEPR,cytosol
LEPR,plasma membrane
LEPR,extracellular region
LEPR,endoplasmic reticulum lumen
LETM1,mitochondrial inner membrane
LETM1,cytosol
LETM1,plasma membrane
LETM1,endoplasmic reticulum membrane
LFNG,plasma membrane
LFNG,Golgi membrane
LFNG,nucleoplasm
LFNG,endoplasmic reticulum membrane
LFNG,Golgi lumen
LGALS1,endoplasmic reticulum lumen
LGR5,plasma membrane
LGR5,extracellular region
LIFR,plasma membrane
LIFR,extracellular region
LIFR,cytosol
LIFR,nucleoplasm
LILRB1,plasma membrane
LILRB2,ficolin-1-rich granule membrane
LILRB2,plasma membrane
LILRB2,tertiary granule membrane
LIMD2,cytosol
LIMK1,cytosol
LIMK1,plasma membrane
LIMK1,extracellular region
LIMK1,nucleoplasm
LIN7A,cytosol
LIN7A,plasma membrane
LIN7A,endoplasmic reticulum membrane
LIN7A,transport vesicle membrane
LMCD1,nucleoplasm
LMNA,cytosol
LMNA,nuclear envelope
LMNA,nucleoplasm
LMO1,nucleoplasm
LMO2,nucleoplasm
LONRF1,cytosol
LPAR1,plasma membrane
LPAR3,plasma membrane
LPAR4,plasma membrane
LPP,plasma membrane
LRFN2,plasma membrane
LRIG1,cytosol
LRIG1,plasma membrane
LRP1,plasma membrane
LRP1,extracellular region
LRP1,endocytic vesicle membrane
LRP5,cytosol
LRP5,plasma membrane
LRP5,extracellular region
LRP5,nucleoplasm
LRP5,early endosome membrane
LRP6,cytosol
LRP6,plasma membrane
LRP6,extracellular region
LRP6,nucleoplasm
LRP6,early endosome membrane
LRRC7,cytosol
LRRC7,plasma membrane
LRRC7,extracellular region
LRRC7,specific granule lumen
LRRK2,cytosol
LRRK2,plasma membrane
LRRTM1,plasma membrane
LRRTM4,plasma membrane
LRTM1,plasma membrane
LSAMP,plasma membrane
LSAMP,extracellular region
LTA4H,cytosol
LTA4H,extracellular region
LTA4H,tertiary granule lumen
LTA4H,ficolin-1-rich granule lumen
LTB,plasma membrane
LTB,extracellular region
LTB,endoplasmic reticulum membrane
LTB,cytosol
LTB,smooth endoplasmic reticulum
LTB,endoplasmic reticulum lumen
LTBP2,extracellular region
LTBP4,extracellular region
LUC7L,nucleoplasm
LUM,mitochondrial matrix
LUM,plasma membrane
LUM,extracellular region
LUM,trans-Golgi network membrane
LUM,late endosome membrane
LUM,Golgi lumen
LUM,integral component of lumenal side of endoplasmic reticulum membrane
LUM,sarcoplasmic reticulum lumen
LUM,late endosome lumen
LUM,smooth endoplasmic reticulum
LUM,platelet dense tubular network membrane
LUM,integral component of cytoplasmic side of endoplasmic reticulum membrane
LUM,endoplasmic reticulum lumen
LUM,sarcoplasmic reticulum membrane
LUM,secretory granule lumen
LUM,lysosomal membrane
LUM,endosome membrane
LUM,tertiary granule lumen
LUM,ficolin-1-rich granule lumen
LUM,clathrin-sculpted gamma-aminobutyric acid transport vesicle lumen
LUM,cytosol
LUM,endocytic vesicle lumen
LUM,azurophil granule lumen
LUM,clathrin-sculpted monoamine transport vesicle membrane
LUM,endoplasmic reticulum membrane
LUM,exocytic vesicle
LUM,endoplasmic reticulum-Golgi intermediate compartment membrane
LUM,nucleoplasm
LUM,ciliary membrane
LUM,phagolysosome
LUM,phagocytic vesicle lumen
LUM,endosome lumen
LUM,phagocytic vesicle membrane
LUM,Golgi-associated vesicle lumen
LUM,Golgi membrane
LUM,lysosomal lumen
LUM,specific granule lumen
LY6K,plasma membrane
LY6K,extracellular region
LYL1,nucleoplasm
LYN,plasma membrane
LYN,extracellular region
LYN,lysosomal membrane
LYN,endoplasmic reticulum membrane
LYN,cytosol
LYN,endocytic vesicle membrane
LYPD8,plasma membrane
LYPD8,extracellular region
LYPLA1,cytosol
LYPLA1,plasma membrane
MACF1,cytosol
MAD2L2,nucleoplasm
MAF,endoplasmic reticulum membrane
MAF,cytosol
MAF,nuclear envelope
MAF,nucleoplasm
MAF,endoplasmic reticulum lumen
MAFA,nucleoplasm
MAFA,plasma membrane
MAFA,endoplasmic reticulum lumen
MAFB,nucleoplasm
MAGED1,cytosol
MAGI2,cytosol
MALT1,plasma membrane
MALT1,endosome membrane
MALT1,cytosol
MALT1,nucleoplasm
MAML1,cytosol
MAML1,plasma membrane
MAML1,nucleoplasm
MAML2,nucleoplasm
MAML2,cytosol
MAML2,plasma membrane
MAML3,nucleoplasm
MAML3,cytosol
MAML3,plasma membrane
MAMLD1,nucleoplasm
MAMLD1,cytosol
MAMLD1,plasma membrane
MAN1A2,Golgi membrane
MAN1A2,transport vesicle
MAN1A2,Golgi lumen
MAN2A1,Golgi membrane
MAN2A1,Golgi lumen
MAN2A1,transport vesicle
MAP2K1,cytosol
MAP2K1,plasma membrane
MAP2K1,nucleoplasm
MAP2K1,endosome membrane
MAP2K2,cytosol
MAP2K2,plasma membrane
MAP2K2,nucleoplasm
MAP2K2,endosome membrane
MAP2K3,nucleoplasm
MAP2K3,cytosol
MAP2K4,cytosol
MAP2K7,cytosol
MAP3K1,cytosol
MAP3K1,mitochondrial outer membrane
MAP3K12,nucleoplasm
MAP3K14,cytosol
MAP3K14,plasma membrane
MAP3K21,cytosol
MAP3K21,plasma membrane
MAP3K5,cytosol
MAP3K7,cytosol
MAP3K7,plasma membrane
MAP3K7,endosome membrane
MAP4K4,nucleoplasm
MAP4K4,cytosol
MAPK1,plasma membrane
MAPK1,extracellular region
MAPK1,cytoplasm
MAPK1,endoplasmic reticulum membrane
MAPK1,ER to Golgi transport vesicle membrane
MAPK1,nucleoplasm
MAPK1,endoplasmic reticulum lumen
MAPK1,secretory granule lumen
MAPK1,endosome membrane
MAPK1,ficolin-1-rich granule lumen
MAPK1,cytosol
MAPK1,Golgi membrane
MAPK1,azurophil granule lumen
MAPK3,plasma membrane
MAPK3,extracellular region
MAPK3,cytoplasm
MAPK3,endoplasmic reticulum membrane
MAPK3,ER to Golgi transport vesicle membrane
MAPK3,nucleoplasm
MAPK3,endoplasmic reticulum lumen
MAPK3,endosome membrane
MAPK3,cytosol
MAPK3,Golgi membrane
MAPK4,nucleoplasm
MAPK4,cytosol
MAPK7,cytosol
MAPK7,plasma membrane
MAPK7,extracellular region
MAPK7,nucleoplasm
MAPKAP1,cytosol
MAPKAP1,plasma membrane
MAPKAPK5,cytosol
MAPKAPK5,nucleoplasm
MARK3,cytosol
MARK3,plasma membrane
MAST1,cytosol
MAX,plasma membrane
MAX,extracellular region
MAX,nucleoplasm
MBD1,nucleoplasm
MBD4,nucleoplasm
MBD4,ciliary base
MBD4,ciliary tip
MBD6,nucleoplasm
MBNL2,plasma membrane
MBOAT2,cytosol
MBOAT2,endoplasmic reticulum membrane
MC1R,plasma membrane
MC1R,extracellular region
MCHR1,ciliary membrane
MCHR1,plasma membrane
MCHR2,plasma membrane
MCHR2,extracellular region
MCL1,cytosol
MCL1,nucleoplasm
MCM5,nucleoplasm
MCM7,nucleoplasm
MCM7,cytosol
MCRS1,nucleoplasm
MDC1,cytosol
MDC1,nucleoplasm
MDM2,plasma membrane
MDM2,extracellular region
MDM2,endoplasmic reticulum membrane
MDM2,endocytic vesicle membrane
MDM2,nucleoplasm
MDM2,cytosol
MDM2,nuclear envelope
MDM4,nucleoplasm
MECOM,cytosol
MECOM,nucleoplasm
MED1,ciliary tip
MED1,cytosol
MED1,ciliary base
MED1,nucleoplasm
MED12,nucleoplasm
MED12,cytosol
MED12L,cytosol
MED13,nucleoplasm
MED13,cytosol
MED16,nucleoplasm
MED23,nucleoplasm
MED31,nucleoplasm
MEF2B,nucleoplasm
MEF2C,nucleoplasm
MEF2C,cytosol
MEF2C,mitochondrial matrix
MEF2D,nucleoplasm
MEN1,plasma membrane
MEN1,cytosol
MEN1,nucleoplasm
MEN1,endoplasmic reticulum lumen
MERTK,plasma membrane
MERTK,extracellular region
MET,mitochondrial matrix
MET,plasma membrane
MET,extracellular region
MET,late endosome membrane
MET,Golgi lumen
MET,endoplasmic reticulum lumen
MET,secretory granule lumen
MET,tertiary granule lumen
MET,cytosol
MET,mitochondrion
MET,mitochondrial inner membrane
MET,COPII-coated ER to Golgi transport vesicle
MET,photoreceptor disc membrane
MET,mitochondrial intermembrane space
MET,cytoplasm
MET,endoplasmic reticulum membrane
MET,peroxisomal membrane
MET,peroxisomal matrix
MET,nucleoplasm
MET,peptidoglycan-based cell wall
MET,phagocytic vesicle lumen
MET,double membrane vesicle viral factory outer membrane
MET,recycling endosome membrane
MET,secretory granule membrane
MET,nuclear envelope
METTL14,nucleoplasm
METTL23,nucleoplasm
METTL3,nucleoplasm
METTL7A,tertiary granule lumen
METTL7A,extracellular region
MGA,plasma membrane
MGA,tertiary granule membrane
MGA,Golgi lumen
MGA,endoplasmic reticulum-Golgi intermediate compartment membrane
MGA,ficolin-1-rich granule membrane
MGA,Golgi membrane
MGA,nucleoplasm
MGA,endoplasmic reticulum lumen
MGAM,ficolin-1-rich granule membrane
MGAM,plasma membrane
MGAM,tertiary granule membrane
MGAT3,Golgi membrane
MGAT3,Golgi lumen
MGMT,nucleoplasm
MIB1,plasma membrane
MIB1,extracellular region
MIB1,cytosol
MIB1,nucleoplasm
MIOS,lysosomal membrane
MITF,nucleoplasm
MKNK1,cytosol
MKRN1,cytosol
MLF1,nucleoplasm
MLF1,cytosol
MLH1,nucleoplasm
MLH3,cytosol
MLH3,extracellular region
MLH3,nucleoplasm
MLLT1,nucleoplasm
MLLT3,nucleoplasm
MLXIPL,nucleoplasm
MLXIPL,cytosol
MMAB,mitochondrial matrix
MMACHC,cytosol
MME,cytosol
MME,plasma membrane
MME,extracellular region
MME,nucleoplasm
MME,secretory granule membrane
MMP13,plasma membrane
MMP13,extracellular region
MMP13,nucleoplasm
MMP24,plasma membrane
MMP24,Golgi lumen
MNAT1,nucleoplasm
MOB1B,cytosol
MOCS3,cytosol
MOG,cytosol
MOG,endoplasmic reticulum membrane
MOG,endoplasmic reticulum lumen
MOS,cytosol
MOS,plasma membrane
MOS,extracellular region
MOS,specific granule membrane
MOS,nucleoplasm
MOS,endosome membrane
MOV10,cytosol
MPL,cytosol
MPL,plasma membrane
MPL,extracellular region
MPO,phagocytic vesicle
MPO,azurophil granule membrane
MPO,plasma membrane
MPO,phagocytic vesicle lumen
MPO,extracellular region
MPO,cytosol
MPO,azurophil granule lumen
MRAS,cytosol
MRAS,plasma membrane
MRE11,cytosol
MRE11,nucleoplasm
MRPL12,mitochondrial inner membrane
MRPL18,mitochondrial inner membrane
MRPL18,nucleoplasm
MRPL20,mitochondrial inner membrane
MRPL21,mitochondrial inner membrane
MRPL36,mitochondrial inner membrane
MRPS14,mitochondrial inner membrane
MRPS21,mitochondrial inner membrane
MRPS31,mitochondrial inner membrane
MRPS33,mitochondrial inner membrane
MRTFA,nucleoplasm
MRTFA,cytosol
MSH2,extracellular region
MSH2,cytosol
MSH2,nucleoplasm
MSH3,nucleoplasm
MSH5,nucleoplasm
MSH6,extracellular region
MSH6,cytosol
MSH6,nucleoplasm
MSI1,cytosol
MSI2,cytosol
MSI2,endosome membrane
MSN,cytosol
MSN,plasma membrane
MSN,nucleoplasm
MSN,endoplasmic reticulum membrane
MSR1,endocytic vesicle lumen
MSR1,plasma membrane
MSR1,extracellular region
MSR1,endocytic vesicle membrane
MST1,cytosol
MST1,plasma membrane
MST1,extracellular region
MST1,cell junction
MST1R,cytosol
MST1R,plasma membrane
MST1R,extracellular region
MSX2,nucleoplasm
MT1H,cytosol
MTAP,nucleoplasm
MTAP,cytosol
MTCP1,mitochondrial intermembrane space
MTERF3,mitochondrial outer membrane
MTHFD2,mitochondrial matrix
MTHFR,cytosol
MTMR8,cytosol
MTMR8,plasma membrane
MTOR,plasma membrane
MTOR,extracellular region
MTOR,endoplasmic reticulum membrane
MTOR,nucleoplasm
MTOR,lysosomal membrane
MTOR,double membrane vesicle viral factory outer membrane
MTOR,endosome membrane
MTOR,cytosol
MTOR,nuclear envelope
MTREX,nucleoplasm
MTRF1,mitochondrial matrix
MTRF1,mitochondrial inner membrane
MUC1,plasma membrane
MUC1,nucleoplasm
MUC1,Golgi lumen
MUC12,plasma membrane
MUC12,Golgi lumen
MUC16,plasma membrane
MUC16,Golgi lumen
MUC17,plasma membrane
MUC17,Golgi lumen
MUC2,plasma membrane
MUC2,Golgi lumen
MUC3A,plasma membrane
MUC3A,Golgi lumen
MUC4,plasma membrane
MUC4,Golgi lumen
MUC6,plasma membrane
MUC6,Golgi lumen
MUSK,extracellular region
MUSK,plasma membrane
MUTYH,nucleoplasm
MYB,azurophil granule membrane
MYB,specific granule membrane
MYB,endoplasmic reticulum-Golgi intermediate compartment membrane
MYB,plasma membrane
MYB,nucleoplasm
MYB,cytosol
MYBL1,nucleoplasm
MYBL2,nucleoplasm
MYBL2,cytosol
MYC,peptidoglycan-based cell wall
MYC,extracellular region
MYC,plasma membrane
MYC,cytosol
MYC,nucleoplasm
MYC,cell junction
MYC,ficolin-1-rich granule lumen
MYC,secretory granule lumen
MYCN,plasma membrane
MYCN,nucleoplasm
MYD88,endosome membrane
MYD88,phagocytic vesicle membrane
MYD88,endosome lumen
MYD88,extracellular region
MYD88,plasma membrane
MYD88,endolysosome membrane
MYD88,mitochondrial outer membrane
MYD88,nucleoplasm
MYD88,cytosol
MYH11,plasma membrane
MYH11,cytosol
MYH2,cytosol
MYH9,plasma membrane
MYH9,cytoplasmic vesicle membrane
MYH9,cytosol
MYL12A,cytosol
MYLK,cytosol
MYO18A,cytosol
MYO5A,cytoplasmic vesicle membrane
MYO5A,plasma membrane
MYO5A,cytosol
MYO5B,cytoplasmic vesicle membrane
MYO9A,plasma membrane
MYO9A,cytosol
MYOCD,nucleoplasm
MYOD1,nucleoplasm
MYT1,endosome membrane
MYT1,nucleoplasm
MYT1,mitochondrial outer membrane
MYT1,cytosol
N4BP1,cytosol
NAB2,nucleoplasm
NABP1,nucleoplasm
NADK,mitochondrial matrix
NADK,cytosol
NALCN,extracellular region
NALCN,plasma membrane
NALCN,cytosol
NAMPT,nucleoplasm
NAMPT,cytosol
NANP,cytosol
NAT10,nucleoplasm
NAT10,cytosol
NAT8L,mitochondrial matrix
NBEA,ficolin-1-rich granule membrane
NBEA,plasma membrane
NBEA,nucleoplasm
NBEA,tertiary granule membrane
NBEA,cytosol
NBN,nucleoplasm
NBN,cytosol
NCAPD2,cytosol
NCAPD3,nucleoplasm
NCAPD3,cytosol
NCAPG,nucleoplasm
NCAPG,cytosol
NCAPG2,nucleoplasm
NCAPG2,cytosol
NCAPH2,nucleoplasm
NCAPH2,cytosol
NCBP1,nucleoplasm
NCBP1,cytosol
NCF2,phagocytic vesicle membrane
NCF2,extracellular region
NCF2,plasma membrane
NCF2,phagocytic vesicle
NCF2,phagolysosome
NCF2,cytosol
NCOA1,nucleoplasm
NCOA2,nucleoplasm
NCOA2,cytosol
NCOA3,nucleoplasm
NCOR1,extracellular region
NCOR1,plasma membrane
NCOR1,nucleoplasm
NCOR1,cytosol
NCOR2,plasma membrane
NCOR2,nucleoplasm
NCOR2,cytosol
NCSTN,endosome membrane
NCSTN,plasma membrane
NCSTN,azurophil granule membrane
NCSTN,early endosome
NDC80,cytosol
NDEL1,cytosol
NDRG1,nucleoplasm
NDRG1,cytosol
NDST4,Golgi membrane
NDST4,Golgi lumen
NDUFA5,plasma membrane
NDUFA5,mitochondrial inner membrane
NDUFA5,endoplasmic reticulum membrane
NDUFA5,cytosol
NDUFB2,mitochondrial inner membrane
NDUFB9,mitochondrial inner membrane
NDUFS7,mitochondrial inner membrane
NDUFS7,mitochondrial matrix
NDUFV2,mitochondrial inner membrane
NEB,cytosol
NEDD4,extracellular region
NEDD4,plasma membrane
NEDD4,nucleoplasm
NEDD4,Golgi membrane
NEDD4,cytosol
NEGR1,extracellular region
NEGR1,plasma membrane
NEK2,nucleoplasm
NEK2,nuclear envelope
NEK2,cytosol
NELFE,nucleoplasm
NES,plasma membrane
NES,nucleoplasm
NES,nuclear envelope
NES,cytosol
NF1,nucleoplasm
NF1,plasma membrane
NF1,cytosol
NF2,plasma membrane
NF2,cytosol
NFATC2,plasma membrane
NFATC2,nucleoplasm
NFATC2,extracellular region
NFATC2,cytosol
NFE2,endoplasmic reticulum membrane
NFE2,plasma membrane
NFE2,nucleoplasm
NFE2,cytosol
NFE2L2,endoplasmic reticulum membrane
NFE2L2,plasma membrane
NFE2L2,cytosol
NFE2L2,nucleoplasm
NFE2L2,mitochondrial outer membrane
NFIB,nucleoplasm
NFKB2,endosome membrane
NFKB2,plasma membrane
NFKB2,nucleoplasm
NFKB2,cytosol
NFKBIA,endosome membrane
NFKBIA,nucleoplasm
NFKBIA,double membrane vesicle viral factory outer membrane
NFKBIA,cytosol
NFKBIE,cytosol
NGEF,plasma membrane
NGEF,cytosol
NID1,extracellular region
NID1,plasma membrane
NIN,nucleoplasm
NIN,cytosol
NIPA2,plasma membrane
NIPBL,cytosol
NIPBL,nucleoplasm
NIPBL,chromosome
NKX2-1,endosome membrane
NKX2-1,extracellular region
NKX2-1,endoplasmic reticulum membrane
NKX2-1,endoplasmic reticulum-Golgi intermediate compartment membrane
NKX2-1,plasma membrane
NKX2-1,endolysosome membrane
NKX2-1,cytosol
NKX2-1,mitochondrial intermembrane space
NKX2-1,secretory granule membrane
NKX2-1,lipid droplet
NKX2-1,nucleoplasm
NKX2-1,photoreceptor disc membrane
NKX2-1,specific granule lumen
NKX2-1,extracellular exosome
NKX2-1,Golgi membrane
NKX2-1,mitochondrial matrix
NKX2-1,COPII-coated ER to Golgi transport vesicle
NKX2-1,trans-Golgi network membrane
NKX2-1,clathrin-coated endocytic vesicle membrane
NKX2-1,mitochondrion
NKX2-1,endocytic vesicle membrane
NKX2-1,late endosome lumen
NKX2-1,platelet alpha granule lumen
NKX2-1,peroxisomal matrix
NKX2-1,Golgi lumen
NKX2-1,"chromosome, centromeric region"
NKX2-1,lysosomal membrane
NKX2-1,endoplasmic reticulum lumen
NKX2-1,azurophil granule membrane
NKX2-1,cytoplasmic vesicle membrane
NKX2-1,early endosome membrane
NKX2-1,platelet dense tubular network membrane
NKX2-1,apical plasma membrane
NKX2-1,ficolin-1-rich granule membrane
NKX2-1,lysosomal lumen
NKX2-1,nuclear envelope
NKX2-1,mitochondrial outer membrane
NKX2-1,mitochondrial inner membrane
NKX2-1,secretory granule lumen
NKX2-1,azurophil granule lumen
NKX3-1,endosome membrane
NKX3-1,extracellular region
NKX3-1,endoplasmic reticulum membrane
NKX3-1,endoplasmic reticulum-Golgi intermediate compartment membrane
NKX3-1,plasma membrane
NKX3-1,endolysosome membrane
NKX3-1,cytosol
NKX3-1,mitochondrial intermembrane space
NKX3-1,secretory granule membrane
NKX3-1,lipid droplet
NKX3-1,nucleoplasm
NKX3-1,photoreceptor disc membrane
NKX3-1,specific granule lumen
NKX3-1,extracellular exosome
NKX3-1,Golgi membrane
NKX3-1,mitochondrial matrix
NKX3-1,COPII-coated ER to Golgi transport vesicle
NKX3-1,trans-Golgi network membrane
NKX3-1,clathrin-coated endocytic vesicle membrane
NKX3-1,mitochondrion
NKX3-1,endocytic vesicle membrane
NKX3-1,late endosome lumen
NKX3-1,platelet alpha granule lumen
NKX3-1,peroxisomal matrix
NKX3-1,Golgi lumen
NKX3-1,"chromosome, centromeric region"
NKX3-1,lysosomal membrane
NKX3-1,endoplasmic reticulum lumen
NKX3-1,azurophil granule membrane
NKX3-1,cytoplasmic vesicle membrane
NKX3-1,early endosome membrane
NKX3-1,platelet dense tubular network membrane
NKX3-1,apical plasma membrane
NKX3-1,ficolin-1-rich granule membrane
NKX3-1,lysosomal lumen
NKX3-1,nuclear envelope
NKX3-1,mitochondrial outer membrane
NKX3-1,mitochondrial inner membrane
NKX3-1,secretory granule lumen
NKX3-1,azurophil granule lumen
NLN,extracellular region
NLRC5,endoplasmic reticulum membrane
NLRC5,mitochondrial outer membrane
NLRC5,cytosol
NLRP1,mitochondrial outer membrane
NLRP1,cytosol
NLRP3,endosome membrane
NLRP3,endosome lumen
NLRP3,extracellular region
NLRP3,endoplasmic reticulum-Golgi intermediate compartment
NLRP3,endoplasmic reticulum-Golgi intermediate compartment membrane
NLRP3,plasma membrane
NLRP3,cytosol
NLRP3,mitochondrial intermembrane space
NLRP3,phagophore assembly site membrane
NLRP3,autophagosome membrane
NLRP3,nucleoplasm
NLRP3,mitochondrial outer membrane
NLRP3,mitochondrial inner membrane
NLRP3,mitochondrial matrix
NMBR,plasma membrane
NMRK2,cytosol
NMUR2,extracellular region
NMUR2,plasma membrane
NOC2L,nucleoplasm
NOD1,cytosol
NOL9,nucleoplasm
NOP58,nucleoplasm
NOS1,sarcoplasmic reticulum membrane
NOS1,plasma membrane
NOS1,cytosol
NOTCH1,endosome membrane
NOTCH1,endoplasmic reticulum membrane
NOTCH1,extracellular region
NOTCH1,plasma membrane
NOTCH1,cytosol
NOTCH1,nucleoplasm
NOTCH1,Golgi membrane
NOTCH1,Golgi lumen
NOTCH1,endoplasmic reticulum lumen
NOTCH2,extracellular region
NOTCH2,endoplasmic reticulum membrane
NOTCH2,plasma membrane
NOTCH2,Golgi lumen
NOTCH2,cytosol
NOTCH2,endoplasmic reticulum lumen
NOTCH2,nucleoplasm
NOTCH2,Golgi membrane
NOTCH3,endoplasmic reticulum lumen
NOTCH3,extracellular region
NOTCH3,endoplasmic reticulum membrane
NOTCH3,plasma membrane
NOTCH3,nucleoplasm
NOTCH3,Golgi membrane
NOTCH3,Golgi lumen
NOTCH3,cytosol
NOTCH4,endoplasmic reticulum lumen
NOTCH4,extracellular region
NOTCH4,endoplasmic reticulum membrane
NOTCH4,plasma membrane
NOTCH4,nucleoplasm
NOTCH4,nuclear envelope
NOTCH4,Golgi membrane
NOTCH4,Golgi lumen
NOTCH4,cytosol
NOX4,plasma membrane
NOX4,nucleoplasm
NOX4,endoplasmic reticulum membrane
NOX4,cytosol
NOXA1,plasma membrane
NOXA1,phagocytic vesicle membrane
NOXA1,extracellular region
NOXA1,phagolysosome
NOXA1,cytosol
NPAP1,nuclear envelope
NPM1,nucleolus
NPM1,granular component
NPM1,cytosol
NPM1,nucleoplasm
NPM1,plasma membrane
NPM1,mitochondrial matrix
NR1D2,nucleoplasm
NR1H4,nucleoplasm
